POLITICAL_UNIT,NAME,WGMS_ID,YEAR,TIME_SYSTEM,BEGIN_PERIOD,END_WINTER,END_PERIOD,ELA_PREFIX,ELA,ELA_UNC,MIN_SITES_ACC,MAX_SITES_ACC,MIN_SITES_ABL,MAX_SITES_ABL,ACC_AREA,ACC_AREA_UNC,ABL_AREA,ABL_AREA_UNC,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
US,GULKANA,90,1978,FLO,19770905,19780529,19780915,,1779,1760.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1979,FLO,19780915,19790425,19790914,,1817,1790.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1980,FLO,19790914,19800502,19800813,,1736,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1981,FLO,19800813,19810409,19810810,,1685,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1982,FLO,19810810,19820520,19820828,,1756,1745.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1983,FLO,19820828,19830526,19830804,,1764,1753.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1984,FLO,19830804,19840506,19840822,,1786,1769.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1985,FLO,19840822,19850520,19850807,,1671,1648.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1986,FLO,19850807,19860602,19860811,,1697,1690.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1987,FLO,19860811,19870528,19870902,,1751,1740.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1988,FLO,19870902,19880504,19880810,,1731,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1989,FLO,19880810,19890516,19890904,,1760,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1990,FLO,19890904,19900508,19900901,,1784,1780.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1991,FLO,19900901,19910420,19910907,,1706,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1992,FLO,19910907,19920516,19920830,,1750,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1993,FLO,19920830,19930325,19930901,,1889,1880.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1994,FLO,19930901,19940418,19940910,,1752,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1995,FLO,19940910,19950328,19951007,,1819,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1996,FLO,19951007,19960527,19960824,,1779,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1997,FLO,19960824,19970519,19970927,,1912,1871.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1998,FLO,19970927,19980523,19980805,,1747,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,1999,FLO,19980805,19990531,19990824,,1858,1835.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,2000,FLO,19990824,20000525,20000817,,1677,,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,2001,FLO,20000817,20010526,20010903,,1810,1791.0,,,,,,,,,,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
US,GULKANA,90,2002,FLO,20010903,20020516,20020805,,1766,,,,,,,,,,Rod March,U.S. Geological Survey,"O'Neel et al. (2019); Journal of Glaciology 65, 850-866.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators from original data reporting.
